RouteNo,CollDay,DistrictID,Address,ContaminationType,RouteID,WeekNum,Area,Date
AR-6,Fri,206,13178  Montague St,J,25,3,East Valley,
AR-6,Fri,206,8907  Stanwin St,J,25,3,East Valley,
AR-6,Fri,206,8914  Stanwin St,E,25,3,East Valley,
AR-6,Fri,206,8914  Stanwin St,N,25,3,East Valley,
AR-6,Fri,206,9126  Patrick Av,J,25,3,East Valley,
AR-6,Fri,206,9167  Patrick Av,C,25,3,East Valley,
AR-6,Fri,206,9167  Patrick Av,E,25,3,East Valley,
AR-6,Fri,206,9301  Bracken St,D,25,3,East Valley,
AR-6,Fri,206,12754  Tonopah St,D,25,4,East Valley,
AR-6,Fri,206,12754  Tonopah St,J,25,4,East Valley,
AR-6,Fri,206,12804  Tonopah St,J,25,4,East Valley,
AR-6,Fri,206,12850  Tonopah St,D,25,4,East Valley,
AR-6,Fri,206,12865  Crowley St,D,25,4,East Valley,
AR-6,Fri,206,12865  Crowley St,Q,25,4,East Valley,
AR-6,Fri,206,12866  Crowley St,C,25,4,East Valley,
AR-6,Fri,206,12866  Crowley St,E,25,4,East Valley,
AR-6,Fri,206,12946  Wentworth St,C,25,4,East Valley,
AR-6,Fri,206,12952  Wentworth St,E,25,4,East Valley,
AR-6,Fri,206,13056  Wentworth St,E,25,4,East Valley,
AR-6,Fri,206,13106  Montague St,D,25,4,East Valley,
AR-6,Fri,206,8937  Stanwin Av,R,25,4,East Valley,
AR-6,Fri,206,8974  Bartee Av,D,25,4,East Valley,
AR-6,Fri,206,8978  Bartee Av,D,25,4,East Valley,
AR-6,Fri,206,8978  Bartee Av,N,25,4,East Valley,
AR-6,Fri,206,9024  Tonopah St,D,25,4,East Valley,
AR-6,Fri,206,9106  Cranford Av,D,25,4,East Valley,
AR-6,Fri,206,9106  Cranford Av,E,25,4,East Valley,
AR-6,Fri,206,9108  Cranford Av,J,25,4,East Valley,
AR-6,Fri,206,9113  Remick Av,J,25,4,East Valley,
AR-6,Fri,206,9137  Cranford Av,E,25,4,East Valley,
AR-6,Fri,206,9137  Remick Av,E,25,4,East Valley,
AR-6,Fri,206,9145  Cranford Av,J,25,4,East Valley,
AR-6,Fri,206,9145  Cranford Av,Q,25,4,East Valley,
AR-6,Fri,206,9487  Remick Av,D,25,4,East Valley,
AR-6,Fri,206,9501  Cranford Av,E,25,4,East Valley,
AR-6,Fri,206,9516  Cranford Av,C,25,4,East Valley,
AR-6,Fri,206,9550  Remick Av,C,25,4,East Valley,
AR-6,Fri,206,9550  Remick Av,D,25,4,East Valley,
AR-6,Fri,206,9553  Cranford Av,Q,25,4,East Valley,
AR-6,Fri,206,9619  Remick Av,Q,25,4,East Valley,
AR-6,Fri,206,12754  Tonopah St,J,25,5,East Valley,
AR-6,Fri,206,12850  Tonopah St,D,25,5,East Valley,
AR-6,Fri,206,13001  Bracken St,E,25,5,East Valley,
AR-6,Fri,206,13058  Branford St,J,25,5,East Valley,
AR-6,Fri,206,13069  Mineola St,C,25,5,East Valley,
AR-6,Fri,206,13106 W Montague St,D,25,5,East Valley,
AR-6,Fri,206,13118 W Montague St,D,25,5,East Valley,
AR-6,Fri,206,13235  Bromwich St,J,25,5,East Valley,
AR-6,Fri,206,13235  Bromwich St,N,25,5,East Valley,
AR-6,Fri,206,13324  Bromwich St,N,25,5,East Valley,
AR-6,Fri,206,9001  Patrick Av,J,25,5,East Valley,
AR-6,Fri,206,9069  Stanwin Av,D,25,5,East Valley,
AR-6,Fri,206,9137  Bartee Av,E,25,5,East Valley,
AR-6,Fri,206,9263  Stanwin Av,E,25,5,East Valley,
AR-6,Fri,206,9500  Cranford Av,D,25,5,East Valley,
AR-6,Fri,206,9519  Remick Av,J,25,5,East Valley,
AR-6,Fri,206,9567  Remick Av,E,25,5,East Valley,
AR-6,Fri,206,9637  Remick Av,E,25,5,East Valley,
AR-6,Fri,206,12754  Tonopah St,D,25,6,East Valley,
AR-6,Fri,206,12754  Tonopah St,J,25,6,East Valley,
AR-6,Fri,206,12754  Tonopah St,L,25,6,East Valley,
AR-6,Fri,206,13226  Bromwich St,D,25,6,East Valley,
AR-6,Fri,206,13226  Bromwich St,J,25,6,East Valley,
AR-6,Fri,206,9201  Remick Av,D,25,6,East Valley,
AR-6,Fri,206,9516  Cranford Av,E,25,6,East Valley,
AR-6,Fri,206,9532  Remick Av,D,25,6,East Valley,
AR-6,Fri,206,9537  Cranford Av,E,25,6,East Valley,
AR-6,Fri,206,9537  Cranford Av,J,25,6,East Valley,
AR-6,Fri,206,9643  Remick Av,D,25,6,East Valley,
AR-6,Fri,206,9643  Remick Av,E,25,6,East Valley,
AR-6,Fri,206,9643  Remick Av,J,25,6,East Valley,
AR-8,Mon,206,11335  Glamis St,J,26,1,East Valley,
AR-8,Mon,206,11601  Terra Bella St,D,26,1,East Valley,
AR-8,Mon,206,11643  Prager Av,D,26,1,East Valley,
AR-8,Mon,206,11644  Kismet Av,J,26,1,East Valley,
AR-8,Mon,206,11649  Prager Av,D,26,1,East Valley,
AR-8,Mon,206,11655  Gladstone Av,D,26,1,East Valley,
AR-8,Mon,206,11661  Wheeler Av,D,26,1,East Valley,
AR-8,Mon,206,11665  Wheeler Av,D,26,1,East Valley,
AR-8,Mon,206,11677  Kismet Av,J,26,1,East Valley,
AR-8,Mon,206,11731  Terra Vista Dr,J,26,1,East Valley,
AR-8,Mon,206,11760  Gager St,D,26,1,East Valley,
AR-8,Mon,206,11763  Tripoli Av,J,26,1,East Valley,
AR-8,Mon,206,11808  Jouett St,J,26,1,East Valley,
AR-8,Mon,206,11841  Pierce St,J,26,1,East Valley,
AR-8,Mon,206,11856  Jouett St,J,26,1,East Valley,
AR-8,Mon,206,11863  Pierce St,J,26,1,East Valley,
AR-8,Mon,206,11865  Carl St,J,26,1,East Valley,
AR-8,Mon,206,11865  Jouett St,J,26,1,East Valley,
AR-8,Mon,206,11878  Eldridge Av,E,26,1,East Valley,
AR-8,Mon,206,11881  Kathyann St,D,26,1,East Valley,
AR-8,Mon,206,11881  Wheeler Av,D,26,1,East Valley,
AR-8,Mon,206,11881  Wheeler Av,J,26,1,East Valley,
AR-8,Mon,206,11926  Jouett St,J,26,1,East Valley,
AR-8,Mon,206,12000  Van Nuys Bl,J,26,1,East Valley,
AR-8,Mon,206,12040  Hoyt St,J,26,1,East Valley,
AR-8,Mon,206,12043  Hoyt St,J,26,1,East Valley,
AR-8,Mon,206,12048  Hoyt St,D,26,1,East Valley,
AR-8,Mon,206,12048  Hoyt St,J,26,1,East Valley,
AR-8,Mon,206,12172  Van Nuys Bl,J,26,1,East Valley,
AR-8,Mon,206,12223  Claretta St,D,26,1,East Valley,
AR-8,Mon,206,10903  Gager St,J,26,2,East Valley,
AR-8,Mon,206,11414  Fenton Av,D,26,2,East Valley,
AR-8,Mon,206,11421  Wheeler Av,J,26,2,East Valley,
AR-8,Mon,206,11668  Goren Pl,J,26,2,East Valley,
AR-8,Mon,206,11701  Luanda St,J,26,2,East Valley,
AR-8,Mon,206,11701  Prager Av,D,26,2,East Valley,
AR-8,Mon,206,11714  Terra Bella St,Q,26,2,East Valley,
AR-8,Mon,206,11746  Luanda St,J,26,2,East Valley,
AR-8,Mon,206,11849  Wheeler Av,D,26,2,East Valley,
AR-8,Mon,206,11930  Hoyt St,J,26,2,East Valley,
AR-8,Mon,206,11984  Wheeler Av,J,26,2,East Valley,
AR-8,Mon,206,12038  Hoyt St,D,26,2,East Valley,
AR-8,Mon,206,11260  Gager St,J,26,3,East Valley,
AR-8,Mon,206,11300  Glamis St,J,26,3,East Valley,
AR-8,Mon,206,11304  Garber St,D,26,3,East Valley,
AR-8,Mon,206,11329  Glamis St,J,26,3,East Valley,
AR-8,Mon,206,11612  Hunnewell Av,D,26,3,East Valley,
AR-8,Mon,206,11636  Drager Av,D,26,3,East Valley,
AR-8,Mon,206,11648  Hunnewell Av,D,26,3,East Valley,
AR-8,Mon,206,11655  Gladstone Av,D,26,3,East Valley,
AR-8,Mon,206,11733  Garber St,J,26,3,East Valley,
AR-8,Mon,206,11734  Pierce St,J,26,3,East Valley,
AR-8,Mon,206,11778  Eldridge Av,D,26,3,East Valley,
AR-8,Mon,206,11778  Eldridge Av,J,26,3,East Valley,
AR-8,Mon,206,11779  Terra Vista Wy,J,26,3,East Valley,
AR-8,Mon,206,11791  Gruen St,J,26,3,East Valley,
AR-8,Mon,206,11825  Jouett St,J,26,3,East Valley,
AR-8,Mon,206,11825  Pierce St,J,26,3,East Valley,
AR-8,Mon,206,11845  Wheeler Av,D,26,3,East Valley,
AR-8,Mon,206,11871  Kathyann St,J,26,3,East Valley,
AR-8,Mon,206,11894  Wheeler Av,D,26,3,East Valley,
AR-8,Mon,206,11894  Wheeler Av,Q,26,3,East Valley,
AR-8,Mon,206,11318  Terra Vista Wy,D,26,4,East Valley,
AR-8,Mon,206,11318  Terra Vista Wy,J,26,4,East Valley,
AR-8,Mon,206,11617  Prager Av,D,26,4,East Valley,
AR-8,Mon,206,11617  Prager Av,J,26,4,East Valley,
AR-8,Mon,206,11728  Terra Bella St,J,26,4,East Valley,
AR-8,Mon,206,11749  Eldridge St,J,26,4,East Valley,
AR-8,Mon,206,11753  Tripoli Av,J,26,4,East Valley,
AR-8,Mon,206,11761  Terra Vista Wy,D,26,4,East Valley,
AR-8,Mon,206,11761  Terra Vista Wy,J,26,4,East Valley,
AR-8,Mon,206,11825  Jouett St,J,26,4,East Valley,
AR-8,Mon,206,11855  Eldridge St,J,26,4,East Valley,
AR-8,Mon,206,11858  Eldridge Av,J,26,4,East Valley,
AR-8,Mon,206,11864  Terra Bella St,J,26,4,East Valley,
AR-8,Mon,206,11871  Eldridge Av,D,26,4,East Valley,
AR-8,Mon,206,11877  Gruen St,D,26,4,East Valley,
AR-8,Mon,206,11881  Kathtyann St,D,26,4,East Valley,
AR-8,Mon,206,11881  Kathtyann St,J,26,4,East Valley,
AR-8,Mon,206,11946  Pierce St,J,26,4,East Valley,
AR-8,Mon,206,12200  Van Nuys Bl,J,26,4,East Valley,
AR-8,Mon,206,11356  Kagel Canyon St,D,26,5,East Valley,
AR-8,Mon,206,11502  Luanda St,B,26,5,East Valley,
AR-8,Mon,206,11609  Terra Bella St,J,26,5,East Valley,
AR-8,Mon,206,11643  Gladstone Av,J,26,5,East Valley,
AR-8,Mon,206,11643  Prager Av,D,26,5,East Valley,
AR-8,Mon,206,11648  Hunnewell Av,J,26,5,East Valley,
AR-8,Mon,206,11651  Tripoli Av,J,26,5,East Valley,
AR-8,Mon,206,11701  Pragar Av,J,26,5,East Valley,
AR-8,Mon,206,11716  Terra Bella St,J,26,5,East Valley,
AR-8,Mon,206,11734  Pierce St,J,26,5,East Valley,
AR-8,Mon,206,11910  Pierce St,D,26,5,East Valley,
AR-8,Mon,206,11910  Pierce St,G,26,5,East Valley,
AR-8,Mon,206,11962  Jouett St,J,26,5,East Valley,
AR-8,Mon,206,11308  Goleta St,J,26,6,East Valley,
AR-8,Mon,206,11308  Goleta St,O,26,6,East Valley,
AR-8,Mon,206,11367  Goleta St,C,26,6,East Valley,
AR-8,Mon,206,11608  Azores Av,D,26,6,East Valley,
AR-8,Mon,206,11662  Kismet Av,J,26,6,East Valley,
AR-8,Mon,206,11711 N Luanda St,D,26,6,East Valley,
AR-8,Mon,206,11711 N Luanda St,E,26,6,East Valley,
AR-8,Mon,206,11711 N Luanda St,O,26,6,East Valley,
AR-8,Mon,206,11711 N Luanda St,P,26,6,East Valley,
AR-8,Mon,206,11734  Pierce St,E,26,6,East Valley,
AR-8,Mon,206,11793  Gladstone Av,D,26,6,East Valley,
AR-8,Mon,206,11830  Jouett St,C,26,6,East Valley,
AR-8,Mon,206,11830  Jouett St,D,26,6,East Valley,
AR-8,Mon,206,11834  Eldridge St,I,26,6,East Valley,
AR-8,Mon,206,11834  Eldridge St,O,26,6,East Valley,
AR-8,Mon,206,11856  Jouett St,C,26,6,East Valley,
AR-8,Mon,206,11926  Kathyann St,J,26,6,East Valley,
AR-8,Mon,206,11926  Kathyann St,N,26,6,East Valley,
AR-8,Mon,206,11926  Kathyann St,O,26,6,East Valley,
AR-8,Mon,206,12038  Carl St,J,26,6,East Valley,
AR-8,Mon,206,12048  Carl St,J,26,6,East Valley,
AR-8,Mon,206,11200  Van Nuys Bl,D,26,7,East Valley,
AR-8,Mon,206,11734  Pierce St,J,26,7,East Valley,
AR-8,Mon,206,11761  Terra Bella Wy,J,26,7,East Valley,
AR-8,Mon,206,11773  Terra Bella Wy,J,26,7,East Valley,
AR-8,Mon,206,11871  Kathyann St,J,26,7,East Valley,
AR-8,Mon,206,11927  Kathyann St,J,26,7,East Valley,
AR-8,Mon,206,11929  Carl St,D,26,7,East Valley,
AR-8,Mon,206,11933  Gladstone Av,D,26,7,East Valley,
AR-8,Mon,206,11933  Gladstone Av,J,26,7,East Valley,
AR-8,Mon,206,11965  Terra Bella St,D,26,7,East Valley,
AR-8,Mon,206,11965  Terra Bella St,J,26,7,East Valley,
AR-8,Mon,206,12055  Hoyt St,D,26,7,East Valley,
AR-8,Mon,206,12100  Van Nuys Bl,J,26,7,East Valley,
AR-8,Tue,206,10629  Pawnee St,J,27,1,East Valley,
AR-8,Tue,206,10714  Pawnee St,J,27,1,East Valley,
AR-8,Tue,206,10828  Goss St,D,27,1,East Valley,
AR-8,Tue,206,10879  Ninedale Av,J,27,1,East Valley,
AR-8,Tue,206,10917  Luddington St,J,27,1,East Valley,
AR-8,Tue,206,10921  Strathern St,J,27,1,East Valley,
AR-8,Tue,206,10931  Strathern St,J,27,1,East Valley,
AR-8,Tue,206,10949  Goos St,D,27,1,East Valley,
AR-8,Tue,206,10975  Luddington St,D,27,1,East Valley,
AR-8,Tue,206,10986  Luddington St,D,27,1,East Valley,
AR-8,Tue,206,11021  Arminta St,J,27,1,East Valley,
AR-8,Tue,206,11027  Arminta St,J,27,1,East Valley,
AR-8,Tue,206,16861  Ninedale Av,J,27,1,East Valley,
AR-8,Tue,206,7901  Riverton Av,D,27,1,East Valley,
AR-8,Tue,206,7901  Riverton Av,J,27,1,East Valley,
AR-8,Tue,206,8331  Poole Av,J,27,1,East Valley,
AR-8,Tue,206,8335  Poole Av,J,27,1,East Valley,
AR-8,Tue,206,8341  Poole Av,J,27,1,East Valley,
AR-8,Tue,206,8341  Terhune St,D,27,1,East Valley,
AR-8,Tue,206,8341  Terhune St,Q,27,1,East Valley,
AR-8,Tue,206,8345  Poole Av,D,27,1,East Valley,
AR-8,Tue,206,8400  Lehigh Av,J,27,1,East Valley,
AR-8,Tue,206,8440  Norris Av,D,27,1,East Valley,
AR-8,Tue,206,8506  Robert Av,J,27,1,East Valley,
AR-8,Tue,206,8516  Robert Av,J,27,1,East Valley,
AR-8,Tue,206,8520  Robert Av,Q,27,1,East Valley,
AR-8,Tue,206,8530  Lehigh Av,Q,27,1,East Valley,
AR-8,Tue,206,8606  Robert Av,Q,27,1,East Valley,
AR-8,Tue,206,8660  Dora St,D,27,1,East Valley,
AR-8,Tue,206,8731  Norris Av,D,27,1,East Valley,
AR-8,Tue,206,8731  Norris Av,J,27,1,East Valley,
AR-8,Tue,206,8750  Lehigh Av,D,27,1,East Valley,
AR-8,Tue,206,8775  Luddington St,J,27,1,East Valley,
AR-8,Tue,206,10861  Olinda St,J,27,2,East Valley,
AR-8,Tue,206,10889  Dora St,J,27,2,East Valley,
AR-8,Tue,206,10903  Dora St,J,27,2,East Valley,
AR-8,Tue,206,10949  Goss St,J,27,2,East Valley,
AR-8,Tue,206,10963  Luddington St,E,27,2,East Valley,
AR-8,Tue,206,10975  Luddington St,J,27,2,East Valley,
AR-8,Tue,206,10986  Luddington St,J,27,2,East Valley,
AR-8,Tue,206,10990  Luddington St,J,27,2,East Valley,
AR-8,Tue,206,11018  Luddington St,J,27,2,East Valley,
AR-8,Tue,206,11027  Arminta Av,J,27,2,East Valley,
AR-8,Tue,206,11060  Arminta Av,J,27,2,East Valley,
AR-8,Tue,206,11101  Stagg St,J,27,2,East Valley,
AR-8,Tue,206,1113 1/2  Crocket St,J,27,2,East Valley,
AR-8,Tue,206,11230  Strathern St,J,27,2,East Valley,
AR-8,Tue,206,7807  Satsuma Av,J,27,2,East Valley,
AR-8,Tue,206,7837  Satsuma Av,D,27,2,East Valley,
AR-8,Tue,206,7837  Satsuma Av,E,27,2,East Valley,
AR-8,Tue,206,7845  Cleon Av,D,27,2,East Valley,
AR-8,Tue,206,7905  Cleon Av,J,27,2,East Valley,
AR-8,Tue,206,7907  Eloise Av,J,27,2,East Valley,
AR-8,Tue,206,7925  Cleon Av,J,27,2,East Valley,
AR-8,Tue,206,8331  Poole Av,J,27,2,East Valley,
AR-8,Tue,206,8333  Wheatland Av,E,27,2,East Valley,
AR-8,Tue,206,8345  Poole Av,J,27,2,East Valley,
AR-8,Tue,206,8406  Lehigh Av,J,27,2,East Valley,
AR-8,Tue,206,8451  Robert Av,J,27,2,East Valley,
AR-8,Tue,206,8500  Norris Av,E,27,2,East Valley,
AR-8,Tue,206,8511  Robert Av,J,27,2,East Valley,
AR-8,Tue,206,8532  Lehigh Av,J,27,2,East Valley,
AR-8,Tue,206,8541  Lehigh Av,J,27,2,East Valley,
AR-8,Tue,206,8579  Lehigh Av,J,27,2,East Valley,
AR-8,Tue,206,8603  Norris Av,J,27,2,East Valley,
AR-8,Tue,206,8613  Robert Av,J,27,2,East Valley,
AR-8,Tue,206,8652  Lehigh Av,J,27,2,East Valley,
AR-8,Tue,206,8721  Lehigh Av,J,27,2,East Valley,
AR-8,Tue,206,8750  Lehigh Av,J,27,2,East Valley,
AR-8,Tue,206,10625  Dawnee St,J,27,3,East Valley,
AR-8,Tue,206,10835  White St,J,27,3,East Valley,
AR-8,Tue,206,10865  Herrick Av,D,27,3,East Valley,
AR-8,Tue,206,10929  Strathern St,J,27,3,East Valley,
AR-8,Tue,206,10932  Crocker St,J,27,3,East Valley,
AR-8,Tue,206,10936  Roscoe Bl,J,27,3,East Valley,
AR-8,Tue,206,10963  Luddington St,J,27,3,East Valley,
AR-8,Tue,206,10975  Luddington St,D,27,3,East Valley,
AR-8,Tue,206,10975  Luddington St,J,27,3,East Valley,
AR-8,Tue,206,11014  Fleetwood St,J,27,3,East Valley,
AR-8,Tue,206,11106  Burton St,D,27,3,East Valley,
AR-8,Tue,206,11110  Roscoe Bl,D,27,3,East Valley,
AR-8,Tue,206,11111  Burton St,J,27,3,East Valley,
AR-8,Tue,206,11111  Stagg St,J,27,3,East Valley,
AR-8,Tue,206,11113  Cantara St,D,27,3,East Valley,
AR-8,Tue,206,11162  Fleetwood St,J,27,3,East Valley,
AR-8,Tue,206,7805  Satsuma Av,D,27,3,East Valley,
AR-8,Tue,206,7805  Satsuma Av,E,27,3,East Valley,
AR-8,Tue,206,7856  Cleon Av,J,27,3,East Valley,
AR-8,Tue,206,7858  Fair Av,J,27,3,East Valley,
AR-8,Tue,206,7923  Satsuma Av,J,27,3,East Valley,
AR-8,Tue,206,7926  Fair Av,J,27,3,East Valley,
AR-8,Tue,206,8265  Case Av,J,27,3,East Valley,
AR-8,Tue,206,8269  Case Av,J,27,3,East Valley,
AR-8,Tue,206,8334  Jerhune Av,J,27,3,East Valley,
AR-8,Tue,206,8350  De Garmo Av,J,27,3,East Valley,
AR-8,Tue,206,8454  Robert Av,J,27,3,East Valley,
AR-8,Tue,206,8627  Lehigh Av,D,27,3,East Valley,
AR-8,Tue,206,8665  Lehigh Av,D,27,3,East Valley,
AR-8,Tue,206,8952  Whetland Av,J,27,3,East Valley,
AR-8,Tue,206,10652  Nettleton St,D,27,4,East Valley,
AR-8,Tue,206,10861  Olinda St,D,27,4,East Valley,
AR-8,Tue,206,10861  Olinda St,J,27,4,East Valley,
AR-8,Tue,206,10883  Dora Av,J,27,4,East Valley,
AR-8,Tue,206,10883  Dora Av,O,27,4,East Valley,
AR-8,Tue,206,10910  Strathern St,D,27,4,East Valley,
AR-8,Tue,206,10920  Nettleton St,J,27,4,East Valley,
AR-8,Tue,206,10921  Strathern St,D,27,4,East Valley,
AR-8,Tue,206,10932  Crockett St,J,27,4,East Valley,
AR-8,Tue,206,10934  Crockett St,D,27,4,East Valley,
AR-8,Tue,206,10946  Nettleton St,J,27,4,East Valley,
AR-8,Tue,206,11014  Fleetwood Av,J,27,4,East Valley,
AR-8,Tue,206,11154  Arminta St,J,27,4,East Valley,
AR-8,Tue,206,11165  Stagg St,J,27,4,East Valley,
AR-8,Tue,206,11238  Blythe St,J,27,4,East Valley,
AR-8,Tue,206,7700  Case St,D,27,4,East Valley,
AR-8,Tue,206,7700  Case St,J,27,4,East Valley,
AR-8,Tue,206,7813  Satsuma Av,E,27,4,East Valley,
AR-8,Tue,206,7819  Satsuma Av,J,27,4,East Valley,
AR-8,Tue,206,7855  Cleon Av,D,27,4,East Valley,
AR-8,Tue,206,7903  Fair Av,J,27,4,East Valley,
AR-8,Tue,206,7910  Elmer Av,J,27,4,East Valley,
AR-8,Tue,206,7923  Cleon Av,E,27,4,East Valley,
AR-8,Tue,206,7941  Cleon Av,D,27,4,East Valley,
AR-8,Tue,206,8350  De Garmo Av,J,27,4,East Valley,
AR-8,Tue,206,8457  Terhune Av,J,27,4,East Valley,
AR-8,Tue,206,8557  Norris Av,J,27,4,East Valley,
AR-8,Tue,206,8619  Robert Av,D,27,4,East Valley,
AR-8,Tue,206,8635  Robert Av,D,27,4,East Valley,
AR-8,Tue,206,8665  Norris Av,D,27,4,East Valley,
AR-8,Tue,206,8721  Norris Av,D,27,4,East Valley,
AR-8,Tue,206,8744  Lehigh St,D,27,4,East Valley,
AR-8,Tue,206,8747  Norris Av,J,27,4,East Valley,
AR-8,Tue,206,8750  Lehigh St,D,27,4,East Valley,
AR-8,Tue,206,10642  Nettleton St,Q,27,5,East Valley,
AR-8,Tue,206,10646  Nettleton St,Q,27,5,East Valley,
AR-8,Tue,206,10714  Pawnee St,J,27,5,East Valley,
AR-8,Tue,206,10720  Pawnee St,J,27,5,East Valley,
AR-8,Tue,206,10871  Olinda St,J,27,5,East Valley,
AR-8,Tue,206,10923  Crockett Av,J,27,5,East Valley,
AR-8,Tue,206,10975  Luddington St,J,27,5,East Valley,
AR-8,Tue,206,10987  Luddington St,J,27,5,East Valley,
AR-8,Tue,206,11018  Pemrose Av,J,27,5,East Valley,
AR-8,Tue,206,11324  Blythe St,D,27,5,East Valley,
AR-8,Tue,206,11324  Blythe St,J,27,5,East Valley,
AR-8,Tue,206,16118  Bradley Av,J,27,5,East Valley,
AR-8,Tue,206,7901  Louise Av,J,27,5,East Valley,
AR-8,Tue,206,7923  Cleon Av,J,27,5,East Valley,
AR-8,Tue,206,7949  Fair Av,J,27,5,East Valley,
AR-8,Tue,206,8334  Sunland Bl,Q,27,5,East Valley,
AR-8,Tue,206,8431  Lehigh Av,J,27,5,East Valley,
AR-8,Tue,206,8551  Robert Av,D,27,5,East Valley,
AR-8,Tue,206,8557  Lehigh Av,D,27,5,East Valley,
AR-8,Tue,206,8747  Norris Av,J,27,5,East Valley,
AR-8,Tue,206,10707  Pawnee St,J,27,6,East Valley,
AR-8,Tue,206,10866  Stagg St,J,27,6,East Valley,
AR-8,Tue,206,10900  Arminta Av,J,27,6,East Valley,
AR-8,Tue,206,10939  Roscoe Bl,J,27,6,East Valley,
AR-8,Tue,206,10977  Roscoe Bl,J,27,6,East Valley,
AR-8,Tue,206,11000  Penrose St,J,27,6,East Valley,
AR-8,Tue,206,11018  Penrose St,J,27,6,East Valley,
AR-8,Tue,206,11027  Luddington St,J,27,6,East Valley,
AR-8,Tue,206,8351  Poole Av,D,27,6,East Valley,
AR-8,Tue,206,8351  Poole Av,J,27,6,East Valley,
AR-8,Tue,206,8420  Bradley Av,J,27,6,East Valley,
AR-8,Tue,206,8426  Bradley Av,J,27,6,East Valley,
AR-8,Tue,206,8450  Terhune Av,Q,27,6,East Valley,
AR-8,Tue,206,8507  Lehigh St,J,27,6,East Valley,
AR-8,Tue,206,8539  Norris St,J,27,6,East Valley,
AR-8,Tue,206,8700  Lehigh St,J,27,6,East Valley,
AR-8,Tue,206,8851  Robert Av,J,27,6,East Valley,
AR-8,Wed,206,13485  Contour Dr,J,28,1,East Valley,
AR-8,Wed,206,13511  Rand Dr,J,28,1,East Valley,
AR-8,Wed,206,13583  Contour Dr,J,28,1,East Valley,
AR-8,Wed,206,13810  Valleyheart Dr,D,28,1,East Valley,
AR-8,Wed,206,13845  Moorpark St,J,28,1,East Valley,
AR-8,Wed,206,13849  Moorpark St,J,28,1,East Valley,
AR-8,Wed,206,3728  Dixie Canyon Av,J,28,1,East Valley,
AR-8,Wed,206,3737  Ventura Canyon Av,J,28,1,East Valley,
AR-8,Wed,206,4405  Stern Av,J,28,1,East Valley,
AR-8,Wed,206,4445  Mammoth Av,J,28,1,East Valley,
AR-8,Wed,206,4465  Matilija Av,J,28,1,East Valley,
AR-8,Wed,206,4475  Stern Av,J,28,1,East Valley,
AR-8,Wed,206,4476  Stern Av,J,28,1,East Valley,
AR-8,Wed,206,4482  Stern Av,J,28,1,East Valley,
AR-8,Wed,206,4505  Matilija Av,J,28,1,East Valley,
AR-8,Wed,206,4511  Mammoth Av,J,28,1,East Valley,
AR-8,Wed,206,4544  Stern Av,D,28,1,East Valley,
AR-8,Wed,206,4544  Stern Av,J,28,1,East Valley,
AR-8,Wed,206,13034  Woodbridge St,J,28,2,East Valley,
AR-8,Wed,206,13144  Bloomfield St,D,28,2,East Valley,
AR-8,Wed,206,13144  Bloomfield St,J,28,2,East Valley,
AR-8,Wed,206,13243  Valleyheart Dr,J,28,2,East Valley,
AR-8,Wed,206,13424  Moorpark St,J,28,2,East Valley,
AR-8,Wed,206,13600  Bloomfield St,D,28,2,East Valley,
AR-8,Wed,206,13804  Milbank St,D,28,2,East Valley,
AR-8,Wed,206,13845  Moorpark St,D,28,2,East Valley,
AR-8,Wed,206,13849  Moorpark St,D,28,2,East Valley,
AR-8,Wed,206,3949  Dixie Canyon Av,J,28,2,East Valley,
AR-8,Wed,206,4023  Dixie Canyon Av,J,28,2,East Valley,
AR-8,Wed,206,4115  Greenbush Av,D,28,2,East Valley,
AR-8,Wed,206,4115  Greenbush Av,J,28,2,East Valley,
AR-8,Wed,206,4160  Dixie Canyon Av,D,28,2,East Valley,
AR-8,Wed,206,4201  Ventura Canyon Av,D,28,2,East Valley,
AR-8,Wed,206,4428  Mammoth Av,D,28,2,East Valley,
AR-8,Wed,206,4428  Mammoth Av,J,28,2,East Valley,
AR-8,Wed,206,4461  Mammoth Av,J,28,2,East Valley,
AR-8,Wed,206,4464  Matilija Av,J,28,2,East Valley,
AR-8,Wed,206,4487  Moorpark St,J,28,2,East Valley,
AR-8,Wed,206,4491  Stern Av,D,28,2,East Valley,
AR-8,Wed,206,4491  Stern Av,E,28,2,East Valley,
AR-8,Wed,206,13354  Inwood Dr,J,28,3,East Valley,
AR-8,Wed,206,13368  Inwood Dr,D,28,3,East Valley,
AR-8,Wed,206,13849  Moorpark St,C,28,3,East Valley,
AR-8,Wed,206,13849  Moorpark St,D,28,3,East Valley,
AR-8,Wed,206,13849  Moorpark St,E,28,3,East Valley,
AR-8,Wed,206,3191  Ventura Canyon Av,J,28,3,East Valley,
AR-8,Wed,206,3939  Dixie Canyon Av,J,28,3,East Valley,
AR-8,Wed,206,3949  Dixie Canyon Av,D,28,3,East Valley,
AR-8,Wed,206,3949  Dixie Canyon Av,J,28,3,East Valley,
AR-8,Wed,206,4023  Dixie Canyon Av,J,28,3,East Valley,
AR-8,Wed,206,4185  Dixie Canyon Av,J,28,3,East Valley,
AR-8,Wed,206,4417  Mammoth Av,J,28,3,East Valley,
AR-8,Wed,206,4427  Mammoth Av,E,28,3,East Valley,
